# mur		muf		alpsfact	dynamical_scale	pdf		cross-section
1.0		1.0		1.0		-1		247058		0.00862757217886263
1.0		1.0		1.0		-1		247059		0.009885978858322974
1.0		1.0		1.0		-1		247060		0.009056003866261963
1.0		1.0		1.0		-1		247061		0.008231111980138048
1.0		1.0		1.0		-1		247062		0.008380742309482506
1.0		1.0		1.0		-1		247063		0.007810687764797936
1.0		1.0		1.0		-1		247064		0.008640304379008677
1.0		1.0		1.0		-1		247065		0.00769735596504365
1.0		1.0		1.0		-1		247066		0.00843664262113388
1.0		1.0		1.0		-1		247067		0.008898704529478704
1.0		1.0		1.0		-1		247068		0.009568026486477638
1.0		1.0		1.0		-1		247069		0.008248181231303327
1.0		1.0		1.0		-1		247070		0.007920870279952981
1.0		1.0		1.0		-1		247071		0.010570870170215322
1.0		1.0		1.0		-1		247072		0.008827729192622825
1.0		1.0		1.0		-1		247073		0.009574954804652125
1.0		1.0		1.0		-1		247074		0.009480138073280448
1.0		1.0		1.0		-1		247075		0.008531745546289167
1.0		1.0		1.0		-1		247076		0.0084534136245001
1.0		1.0		1.0		-1		247077		0.008475688480362877
1.0		1.0		1.0		-1		247078		0.008510115786886466
1.0		1.0		1.0		-1		247079		0.010664916516916128
1.0		1.0		1.0		-1		247080		0.012593521999477048
1.0		1.0		1.0		-1		247081		0.008933008480257949
1.0		1.0		1.0		-1		247082		0.008670441406006854
1.0		1.0		1.0		-1		247083		0.00848728131040291
1.0		1.0		1.0		-1		247084		0.009178565912647605
1.0		1.0		1.0		-1		247085		0.008762553967214627
1.0		1.0		1.0		-1		247086		0.008079765796731397
1.0		1.0		1.0		-1		247087		0.0099373524613325
1.0		1.0		1.0		-1		247088		0.01010474000083702
1.0		1.0		1.0		-1		247089		0.009731197781667741
1.0		1.0		1.0		-1		247090		0.008488918436999194
1.0		1.0		1.0		-1		247091		0.011044812198979412
1.0		1.0		1.0		-1		247092		0.009863660804683533
1.0		1.0		1.0		-1		247093		0.009950419896602869
1.0		1.0		1.0		-1		247094		0.00951327120746611
1.0		1.0		1.0		-1		247095		0.008505866700438763
1.0		1.0		1.0		-1		247096		0.010919447474388833
1.0		1.0		1.0		-1		247097		0.0057336459940249395
1.0		1.0		1.0		-1		247098		0.009399994786759649
1.0		1.0		1.0		-1		247099		0.007808762496885531
1.0		1.0		1.0		-1		247100		0.008243073590469616

#***************************************************************************
#
# original cross-section: 0.008952414804918382
#     scale variation: +73% -39.2%
#     central scheme variation: + 0% -65%
# PDF variation: +13.2% -13.2%
#
# dynamical scheme # 1 : 0.00440933 +60.8% -35.6% # \sum ET
# dynamical scheme # 2 : 0.00384191 +58.8% -34.9% # \sum\sqrt{m^2+pt^2}
# dynamical scheme # 3 : 0.00610077 +65% -37% # 0.5 \sum\sqrt{m^2+pt^2}
# dynamical scheme # 4 : 0.00313532 +55.7% -33.8% # \sqrt{\hat s}
#***************************************************************************
